truth-value,predicate,data
0.996075713770228,'(EQV  "mid chlorides"  "low total_sulfur_dioxide")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}, {:label \"low total_sulfur_dioxide\" :colname \"total_sulfur_dioxide\" :f [nsigmoid 147.5, 8.0]}]'"
0.9895399848158617,'(IMP  "mid chlorides"  "mid citric_acid")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}, {:label \"mid citric_acid\" :colname \"citric_acid\" :f [[GAUSSIAN 0.500000, 0.190000]]}]'"
0.9879797993103147,'(NOT  "mid chlorides")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}]'"
0.9877064576807535,'(IMP  "mid chlorides"  "low chlorides")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}, {:label \"low chlorides\" :colname \"chlorides\" :f [nsigmoid 0.3115, 0.04298]}]'"
0.9837066237863977,'(IMP  "mid chlorides"  "high chlorides")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}, {:label \"high chlorides\" :colname \"chlorides\" :f [sigmoid 0.3115, 0.04298]}]'"
0.9756779418641218,'(IMP  "mid chlorides"  "mid total_sulfur_dioxide")',"'[{:label \"mid chlorides\" :colname \"chlorides\" :f [[GAUSSIAN 0.311500, 0.047100]]}, {:label \"mid total_sulfur_dioxide\" :colname \"total_sulfur_dioxide\" :f [[GAUSSIAN 147.500000, 32.900000]]}]'"
0.9514302490496186,'(NOT  "high chlorides")',"'[{:label \"high chlorides\" :colname \"chlorides\" :f [sigmoid 0.3115, 0.04298]}]'"
0.9472890620176045,'(NOT  "mid residual_sugar")',"'[{:label \"mid residual_sugar\" :colname \"residual_sugar\" :f [[GAUSSIAN 8.200000, 1.410000]]}]'"
0.9448518504833422,'(EQV  "high residual_sugar"  "low free_sulfur_dioxide")',"'[{:label \"high residual_sugar\" :colname \"residual_sugar\" :f [sigmoid 8.2, 1.4]}, {:label \"low free_sulfur_dioxide\" :colname \"free_sulfur_dioxide\" :f [nsigmoid 36.5, 3.0]}]'"
0.9439702251558795,'(NOT  "high residual_sugar")',"'[{:label \"high residual_sugar\" :colname \"residual_sugar\" :f [sigmoid 8.2, 1.4]}]'"
0.9378405696180857,'(IMP  "high residual_sugar"  "low alcohol")',"'[{:label \"high residual_sugar\" :colname \"residual_sugar\" :f [sigmoid 8.2, 1.4]}, {:label \"low alcohol\" :colname \"alcohol\" :f [nsigmoid 11.65, 9.0]}]'"
0.932157042555394,'(IMP  "high residual_sugar"  "low citric_acid")',"'[{:label \"high residual_sugar\" :colname \"residual_sugar\" :f [sigmoid 8.2, 1.4]}, {:label \"low citric_acid\" :colname \"citric_acid\" :f [nsigmoid 0.5, 0.0]}]'"
