high alcohol,low pH,high quality,For All,Exist,result
0.010000000000000002,0.7842764765125645,4.7177660850137806E-4,0.357845938771609,0.5959844276583343,0.04553123775060508
0.003556114378595986,0.9020412770270444,4.7177660850137806E-4,,,0.028960435475757884
0.1614732327508831,0.06703464038118201,4.7177660850137806E-4,,,0.05367161600142567
0.04589081578357084,0.4870952265479084,4.7177660850137806E-4,,,0.0779973417914166
0.2446957827526507,0.25270414212694436,4.7177660850137806E-4,,,0.13341023939141172
0.21407993458049623,0.2157235234874355,4.7177660850137806E-4,,,0.11415043572769179
0.03886899404601749,0.6382868188764721,4.7177660850137806E-4,,,0.08234428855029674
0.032884560459437495,0.661771198694994,4.7177660850137806E-4,,,0.07691921096169307
0.07486100515568773,0.43581784482510755,4.7177660850137806E-4,,,0.0950207678074727
0.04983998972082706,0.14099266369351027,4.7177660850137806E-4,,,0.04305688089016524
0.010000000000000002,0.4870952265479084,0.010000000000000002,,,0.040361675261343044
0.03886899404601749,0.2157235234874355,0.010000000000000002,,,0.05166130164872451
0.01670965736166026,0.7662941593271673,0.010000000000000002,,,0.06299704220576463
0.9251389948443121,0.004402332068830783,0.010000000000000002,,,0.037285124114476265
0.014086963572115084,0.661771198694994,0.010000000000000002,,,0.05426577606917837
0.011870949606301535,0.9020412770270444,0.010000000000000002,,,0.05789867098930368
0.11982286874859097,0.02038636380888592,0.010000000000000002,,,0.029912358860820776
0.019810829454284515,0.9985819890825433,0.010000000000000002,,,0.07763597670690292
0.014086963572115084,0.8925304390247687,0.010000000000000002,,,0.06245442186849737
0.010000000000000002,0.5129047734520917,0.010000000000000002,,,0.04130359166069697
0.011870949606301535,0.5386456871788529,0.010000000000000002,,,0.04562288691976957
0.3932904274843152,0.1987659462859701,0.010000000000000002,,,0.15548709439485686
0.10270633789272529,0.661771198694994,0.010000000000000002,,,0.14448836792932973
0.019810829454284515,0.5641821551748925,0.010000000000000002,,,0.05907690395855747
0.03886899404601749,0.08920545072494801,0.010000000000000002,,,0.0347514132058766
0.027794869844099627,0.9663003223771935,0.010000000000000002,,,0.0901900436490527
0.027794869844099627,0.6844845454918345,0.010000000000000002,,,0.07617772320552718
0.05410973958852184,0.5893826612705437,0.010000000000000002,,,0.09822156699798179
0.05410973958852184,0.7662941593271673,0.010000000000000002,,,0.11207589522626138
0.35276607512589825,0.3617131811235278,0.010000000000000002,,,0.20227793104391767
0.2446957827526507,0.6382868188764721,0.010000000000000002,,,0.22621180137134567
0.2446957827526507,0.41061733872945627,0.010000000000000002,,,0.17769240349388116
0.027794869844099627,0.6382868188764721,0.010000000000000002,,,0.07364356748028378
0.032884560459437495,0.7063494272199156,0.010000000000000002,,,0.0839668370530311
0.31425450639675057,0.15396850953011676,0.010000000000000002,,,0.12123206584694035
0.3932904274843152,0.338228801305006,0.010000000000000002,,,0.20695195420345902
0.21407993458049623,0.4870952265479084,0.010000000000000002,,,0.1812758592484638
0.04589081578357084,0.4870952265479084,0.010000000000000002,,,0.08240246204123935
0.05410973958852184,0.3617131811235278,0.010000000000000002,,,0.07723334131653903
0.21407993458049623,0.43581784482510755,0.010000000000000002,,,0.17078093864439392
0.014086963572115084,0.8590073363064897,0.010000000000000002,,,0.06133265886472039
0.10270633789272529,0.9588876032923862,0.010000000000000002,,,0.1757931860120886
0.4353388499405638,0.07378865526409117,0.010000000000000002,,,0.0985771267444353
0.31425450639675057,0.1074695609752312,0.010000000000000002,,,0.10107620992219479
0.027794869844099627,0.6844845454918345,0.010000000000000002,,,0.07617772320552718
0.01670965736166026,0.8171693801391813,0.010000000000000002,,,0.06495158210309904
0.4353388499405638,0.6844845454918345,0.010000000000000002,,,0.3294920962736003
0.027794869844099627,0.4870952265479084,0.010000000000000002,,,0.06468858998534976
0.5646611500594362,0.3155154545081654,0.010000000000000002,,,0.24360614707051753
0.31425450639675057,0.09795872297295549,0.010000000000000002,,,0.09650626807000628
0.027794869844099627,0.5129047734520917,0.010000000000000002,,,0.06630037534015842
0.6472339248741017,0.7273027538399222,0.010000000000000002,,,0.4425417530688679
0.032884560459437495,0.5893826612705437,0.010000000000000002,,,0.076867073703493
0.2781405040304653,0.41061733872945627,0.010000000000000002,,,0.19041319054206485
0.03886899404601749,0.7063494272199156,0.010000000000000002,,,0.09117593710964844
0.10270633789272529,0.6141226381475825,0.010000000000000002,,,0.13897415165927351
0.2446957827526507,0.2157235234874355,0.010000000000000002,,,0.12676228382461596
