high alcohol,low pH,high quality,For All:,Exist:,result
0.010000000000000002,0.7842764765125645,4.7177660850137806E-4,0.7163711308562271,0.7764337580193545,0.7024809161051906
0.003556114378595986,0.9020412770270444,4.7177660850137806E-4,,,0.7620706249323785
0.1614732327508831,0.06703464038118201,4.7177660850137806E-4,,,0.6775239341747274
0.04589081578357084,0.4870952265479084,4.7177660850137806E-4,,,0.6134261756820507
0.2446957827526507,0.25270414212694436,4.7177660850137806E-4,,,0.5014516972249846
0.21407993458049623,0.2157235234874355,4.7177660850137806E-4,,,0.5365361148157709
0.03886899404601749,0.6382868188764721,4.7177660850137806E-4,,,0.6032176684437202
0.032884560459437495,0.661771198694994,4.7177660850137806E-4,,,0.61600770802018
0.07486100515568773,0.43581784482510755,4.7177660850137806E-4,,,0.5750990554355964
0.04983998972082706,0.14099266369351027,4.7177660850137806E-4,,,0.7105382751038762
0.010000000000000002,0.4870952265479084,0.010000000000000002,,,0.7371420807873881
0.03886899404601749,0.2157235234874355,0.010000000000000002,,,0.6989124492619989
0.01670965736166026,0.7662941593271673,0.010000000000000002,,,0.6652979577521906
0.9251389948443121,0.004402332068830783,0.010000000000000002,,,0.7486435444458994
0.014086963572115084,0.661771198694994,0.010000000000000002,,,0.690828886074448
0.011870949606301535,0.9020412770270444,0.010000000000000002,,,0.6799295610708798
0.11982286874859097,0.02038636380888592,0.010000000000000002,,,0.778798805362577
0.019810829454284515,0.9985819890825433,0.010000000000000002,,,0.6268450609538028
0.014086963572115084,0.8925304390247687,0.010000000000000002,,,0.6668209356426091
0.010000000000000002,0.5129047734520917,0.010000000000000002,,,0.7337272138627
0.011870949606301535,0.5386456871788529,0.010000000000000002,,,0.7186384425180921
0.3932904274843152,0.1987659462859701,0.010000000000000002,,,0.4738840885637856
0.10270633789272529,0.661771198694994,0.010000000000000002,,,0.4919647183592677
0.019810829454284515,0.5641821551748925,0.010000000000000002,,,0.6764822611729209
0.03886899404601749,0.08920545072494801,0.010000000000000002,,,0.7585560816836598
0.027794869844099627,0.9663003223771935,0.010000000000000002,,,0.5972024785023036
0.027794869844099627,0.6844845454918345,0.010000000000000002,,,0.6304700270637356
0.05410973958852184,0.5893826612705437,0.010000000000000002,,,0.579529242666717
0.05410973958852184,0.7662941593271673,0.010000000000000002,,,0.5510113763559761
0.35276607512589825,0.3617131811235278,0.010000000000000002,,,0.405324037226636
0.2446957827526507,0.6382868188764721,0.010000000000000002,,,0.37449874207718625
0.2446957827526507,0.41061733872945627,0.010000000000000002,,,0.4398123379363572
0.027794869844099627,0.6382868188764721,0.010000000000000002,,,0.6368695001389384
0.032884560459437495,0.7063494272199156,0.010000000000000002,,,0.6115630754145893
0.31425450639675057,0.15396850953011676,0.010000000000000002,,,0.5333449690570519
0.3932904274843152,0.338228801305006,0.010000000000000002,,,0.39910500330067034
0.21407993458049623,0.4870952265479084,0.010000000000000002,,,0.4345879543636706
0.04589081578357084,0.4870952265479084,0.010000000000000002,,,0.6152731380160457
0.05410973958852184,0.3617131811235278,0.010000000000000002,,,0.6278418432679984
0.21407993458049623,0.43581784482510755,0.010000000000000002,,,0.4500947824538054
0.014086963572115084,0.8590073363064897,0.010000000000000002,,,0.669994511127429
0.10270633789272529,0.9588876032923862,0.010000000000000002,,,0.4426104344572852
0.4353388499405638,0.07378865526409117,0.010000000000000002,,,0.578767518380073
0.31425450639675057,0.1074695609752312,0.010000000000000002,,,0.5734604125850051
0.027794869844099627,0.6844845454918345,0.010000000000000002,,,0.6304700270637356
0.01670965736166026,0.8171693801391813,0.010000000000000002,,,0.6598758223993735
0.4353388499405638,0.6844845454918345,0.010000000000000002,,,0.2648679363267922
0.027794869844099627,0.4870952265479084,0.010000000000000002,,,0.6605996960867495
0.5646611500594362,0.3155154545081654,0.010000000000000002,,,0.35357263420358476
0.31425450639675057,0.09795872297295549,0.010000000000000002,,,0.5832277883984913
0.027794869844099627,0.5129047734520917,0.010000000000000002,,,0.6561904438354411
0.6472339248741017,0.7273027538399222,0.010000000000000002,,,0.17583963761385069
0.032884560459437495,0.5893826612705437,0.010000000000000002,,,0.628751295777012
0.2781405040304653,0.41061733872945627,0.010000000000000002,,,0.4215804308707035
0.03886899404601749,0.7063494272199156,0.010000000000000002,,,0.5949829352836176
0.10270633789272529,0.6141226381475825,0.010000000000000002,,,0.5013673812423296
0.2446957827526507,0.2157235234874355,0.010000000000000002,,,0.5230766402777074
0.05410973958852184,0.09795872297295549,0.010000000000000002,,,0.7315290887033861
0.2446957827526507,0.1828306198608186,0.010000000000000002,,,0.5423995410682654
0.06370237171227529,0.050071157926031784,0.010000000000000002,,,0.7635423296425332
0.08779100227929311,0.6141226381475825,0.010000000000000002,,,0.5205493896462565
0.21407993458049623,0.16790512716593664,0.010000000000000002,,,0.5667609671659031
0.0108958303433309,0.46135431282114714,0.010000000000000002,,,0.7350637855537954
0.019810829454284515,0.1987659462859701,0.1777441246000218,,,0.7728490002075601
0.03886899404601749,0.8590073363064897,0.1777441246000218,,,0.6123823572005677
0.03886899404601749,0.7662941593271673,0.1777441246000218,,,0.6232934281352478
0.019810829454284515,0.1987659462859701,0.1777441246000218,,,0.7728490002075601
0.019810829454284515,0.1987659462859701,0.1777441246000218,,,0.7728490002075601
0.019810829454284515,0.6844845454918345,0.1777441246000218,,,0.6905645480349617
0.11982286874859097,0.5641821551748925,0.1777441246000218,,,0.5376261572595096
0.014086963572115084,0.7273027538399222,0.1777441246000218,,,0.7115060908040164
0.11982286874859097,0.5641821551748925,0.1777441246000218,,,0.5376261572595096
0.04589081578357084,0.1074695609752312,0.1777441246000218,,,0.759698597299574
0.011870949606301535,0.7662941593271673,0.1777441246000218,,,0.7199576348654493
0.014086963572115084,0.9020412770270444,0.1777441246000218,,,0.6955510760812909
0.014086963572115084,0.8925304390247687,0.1777441246000218,,,0.6963567720392556
0.01670965736166026,0.9391417871098735,0.1777441246000218,,,0.6790568062107551
0.032884560459437495,0.1828306198608186,0.1777441246000218,,,0.7474986316588592
0.023473813067613654,0.8925304390247687,0.1777441246000218,,,0.6550110679675053
